ID,Entry Name,Gene,Pfam
O14756,H17B6_HUMAN,HSD17B6,PF00106;
O14757,CHK1_HUMAN,CHEK1,PF00069;
O14763,TR10B_HUMAN,TNFRSF10B,PF00531;PF00020;
O14764,GBRD_HUMAN,GABRD,PF02931;PF02932;
O14770,MEIS2_HUMAN,MEIS2,PF05920;PF16493;
O14771,ZN213_HUMAN,ZNF213,PF01352;PF02023;PF00096;PF13465;
O14772,FPGT_HUMAN,FPGT,PF07959;
O14773,TPP1_HUMAN,TPP1,PF00082;PF09286;
O14775,GNB5_HUMAN,GNB5,PF00400;
O14776,TCRG1_HUMAN,TCERG1,PF01846;PF00397;
O14777,NDC80_HUMAN,NDC80,PF18077;PF03801;
O14782,KIF3C_HUMAN,KIF3C,PF00225;
O14786,NRP1_HUMAN,NRP1,PF00431;PF11980;PF00754;PF00629;
O14787,TNPO2_HUMAN,TNPO2,PF02985;PF13513;PF03810;
O14788,TNF11_HUMAN,TNFSF11,PF00229;
O14791,APOL1_HUMAN,APOL1,PF05461;
O14792,HS3S1_HUMAN,HS3ST1,PF00685;
O14793,GDF8_HUMAN,MSTN,PF00019;PF00688;
O14795,UN13B_HUMAN,UNC13B,PF00130;PF00168;PF06292;
O14796,SH21B_HUMAN,SH2D1B,PF00017;
O14798,TR10C_HUMAN,TNFRSF10C,PF00020;
O14802,RPC1_HUMAN,POLR3A,PF04997;PF00623;PF04983;PF05000;PF04998;
O14804,TAAR5_HUMAN,TAAR5,PF00001;
O14807,RASM_HUMAN,MRAS,PF00071;
O14810,CPLX1_HUMAN,CPLX1,PF05835;
O14813,PHX2A_HUMAN,PHOX2A,PF00046;
O14815,CAN9_HUMAN,CAPN9,PF01067;PF13833;PF00648;
O14817,TSN4_HUMAN,TSPAN4,PF00335;
O14818,PSA7_HUMAN,PSMA7,PF00227;PF10584;
O14827,RGRF2_HUMAN,RASGRF2,PF00169;PF00617;PF00618;PF00621;
O14828,SCAM3_HUMAN,SCAMP3,PF04144;
O14829,PPE1_HUMAN,PPEF1,PF13499;PF00612;PF00149;PF08321;
O14830,PPE2_HUMAN,PPEF2,PF13499;PF00149;PF08321;
O14832,PAHX_HUMAN,PHYH,PF05721;
O14836,TR13B_HUMAN,TNFRSF13B,PF09305;
O14842,FFAR1_HUMAN,FFAR1,PF00001;
O14843,FFAR3_HUMAN,FFAR3,PF00001;
O14862,AIM2_HUMAN,AIM2,PF02760;PF02758;
O14863,ZNT4_HUMAN,SLC30A4,PF01545;
O14867,BACH1_HUMAN,BACH1,PF00651;PF03131;
O14874,BCKD_HUMAN,BCKDK,PF10436;PF02518;
O14879,IFIT3_HUMAN,IFIT3,PF13424;PF13176;PF13181;
O14880,MGST3_HUMAN,MGST3,PF01124;
O14893,GEMI2_HUMAN,GEMIN2,PF04938;
O14894,T4S5_HUMAN,TM4SF5,PF05805;
O14896,IRF6_HUMAN,IRF6,PF00605;PF10401;
O14901,KLF11_HUMAN,KLF11,PF00096;
O14904,WNT9A_HUMAN,WNT9A,PF00110;
O14905,WNT9B_HUMAN,WNT9B,PF00110;
O14907,TX1B3_HUMAN,TAX1BP3,PF00595;
O14908,GIPC1_HUMAN,GIPC1,PF00595;
O14910,LIN7A_HUMAN,LIN7A,PF02828;PF00595;
O14917,PCD17_HUMAN,PCDH17,PF00028;PF08266;
O14920,IKKB_HUMAN,IKBKB,PF18397;PF12179;PF00069;
O14924,RGS12_HUMAN,RGS12,PF02188;PF00595;PF02196;PF00615;PF16613;PF16611;PF16612;
O14925,TIM23_HUMAN,TIMM23,PF02466;
O14926,FSCN2_HUMAN,FSCN2,PF06268;
O14929,HAT1_HUMAN,HAT1,PF21183;PF10394;
O14931,NCTR3_HUMAN,NCR3,PF07686;
O14933,UB2L6_HUMAN,UBE2L6,PF00179;
O14936,CSKP_HUMAN,CASK,PF00625;PF02828;PF00595;PF00069;PF07653;
O14939,PLD2_HUMAN,PLD2,PF00614;PF13091;PF00787;
O14944,EREG_HUMAN,EREG,null
O14948,TFEC_HUMAN,TFEC,PF11851;PF00010;
O14949,QCR8_HUMAN,UQCRQ,PF02939;
O14950,ML12B_HUMAN,MYL12B,PF08976;PF13499;
O14958,CASQ2_HUMAN,CASQ2,PF01216;
O14960,LECT2_HUMAN,LECT2,PF01551;
O14964,HGS_HUMAN,HGS,PF01363;PF12210;PF00790;
O14965,AURKA_HUMAN,AURKA,PF00069;
O14966,RAB7L_HUMAN,RAB29,PF00071;
O14967,CLGN_HUMAN,CLGN,PF00262;
O14972,VP26C_HUMAN,VPS26C,PF03643;
O14974,MYPT1_HUMAN,PPP1R12A,PF12796;PF15898;
O14975,S27A2_HUMAN,SLC27A2,PF00501;PF13193;
O14976,GAK_HUMAN,GAK,PF00069;PF10409;
O14977,AZIN1_HUMAN,AZIN1,PF02784;PF00278;
O14978,ZN263_HUMAN,ZNF263,PF01352;PF02023;PF00096;PF13465;
O14979,HNRDL_HUMAN,HNRNPDL,PF00076;
O14980,XPO1_HUMAN,XPO1,PF08767;PF18777;PF18784;PF18787;PF03810;PF08389;
O14981,BTAF1_HUMAN,BTAF1,PF12054;PF00271;PF00176;
O14983,AT2A1_HUMAN,ATP2A1,PF13246;PF00689;PF00690;PF00122;PF00702;
O14986,PI51B_HUMAN,PIP5K1B,PF01504;
O14994,SYN3_HUMAN,SYN3,PF02078;PF02750;PF10581;
O15013,ARHGA_HUMAN,ARHGEF10,PF19057;PF00621;PF19056;
O15014,ZN609_HUMAN,ZNF609,null
O15015,ZN646_HUMAN,ZNF646,PF00096;PF13912;
O15018,PDZD2_HUMAN,PDZD2,PF00595;
O15020,SPTN2_HUMAN,SPTBN2,PF00307;PF15410;PF00435;
O15021,MAST4_HUMAN,MAST4,PF08926;PF17820;PF00069;
O15027,SC16A_HUMAN,SEC16A,PF12932;PF12931;
O15031,PLXB2_HUMAN,PLXNB2,PF08337;PF20170;PF01437;PF01403;PF01833;PF17960;
O15033,AREL1_HUMAN,AREL1,PF00630;PF00632;
O15040,TCPR2_HUMAN,TECPR2,PF06462;PF19193;
O15041,SEM3E_HUMAN,SEMA3E,PF00047;PF01403;
O15042,SR140_HUMAN,U2SURP,PF04818;PF08312;PF00076;PF01805;
O15047,SET1A_HUMAN,SETD1A,PF11764;PF00076;PF00856;
O15049,N4BP3_HUMAN,N4BP3,PF06818;
O15054,KDM6B_HUMAN,KDM6B,PF02373;PF21322;PF21326;
O15055,PER2_HUMAN,PER2,PF08447;PF21353;PF12114;
O15056,SYNJ2_HUMAN,SYNJ2,PF08952;PF22669;PF02383;
O15060,ZBT39_HUMAN,ZBTB39,PF00651;PF00096;
O15061,SYNEM_HUMAN,SYNM,PF00038;
O15062,ZBTB5_HUMAN,ZBTB5,PF00651;
O15066,KIF3B_HUMAN,KIF3B,PF00225;
O15067,PUR4_HUMAN,PFAS,PF02769;PF18072;PF18076;PF22689;PF13507;
O15068,MCF2L_HUMAN,MCF2L,PF13716;PF00621;PF07653;PF22697;PF00435;
O15072,ATS3_HUMAN,ADAMTS3,PF17771;PF19236;PF05986;PF01562;PF01421;PF19030;PF00090;
O15075,DCLK1_HUMAN,DCLK1,PF03607;PF00069;
O15078,CE290_HUMAN,CEP290,PF16574;
O15079,SNPH_HUMAN,SNPH,PF15290;
O15083,ERC2_HUMAN,ERC2,PF10174;
O15084,ANR28_HUMAN,ANKRD28,PF00023;PF12796;
O15085,ARHGB_HUMAN,ARHGEF11,PF00595;PF17838;PF09128;PF00621;
O15091,MRPP3_HUMAN,PRORP,PF16953;
O15105,SMAD7_HUMAN,SMAD7,PF03165;PF03166;
O15111,IKKA_HUMAN,CHUK,PF18397;PF12179;PF00069;
O15116,LSM1_HUMAN,LSM1,PF01423;
O15117,FYB1_HUMAN,FYB1,PF14603;PF07653;
O15118,NPC1_HUMAN,NPC1,PF22314;PF16414;PF02460;PF12349;
O15119,TBX3_HUMAN,TBX3,PF00907;PF20627;PF12598;
O15120,PLCB_HUMAN,AGPAT2,PF01553;
O15121,DEGS1_HUMAN,DEGS1,PF00487;PF08557;
O15123,ANGP2_HUMAN,ANGPT2,PF00147;
O15126,SCAM1_HUMAN,SCAMP1,PF04144;
O15127,SCAM2_HUMAN,SCAMP2,PF04144;
O15130,NPFF_HUMAN,NPFF,PF15085;
O15131,IMA6_HUMAN,KPNA5,PF00514;PF16186;PF01749;
O15143,ARC1B_HUMAN,ARPC1B,PF00400;
O15144,ARPC2_HUMAN,ARPC2,PF04045;
O15145,ARPC3_HUMAN,ARPC3,PF04062;
O15146,MUSK_HUMAN,MUSK,PF01392;PF07679;PF13927;PF07714;
O15151,MDM4_HUMAN,MDM4,PF13920;PF00641;
O15155,BET1_HUMAN,BET1,null
O15156,ZBT7B_HUMAN,ZBTB7B,PF00651;PF00096;
O15160,RPAC1_HUMAN,POLR1C,PF01000;PF01193;
O15162,PLS1_HUMAN,PLSCR1,PF03803;
O15164,TIF1A_HUMAN,TRIM24,PF00439;PF00628;PF00643;
O15165,LRAD4_HUMAN,LDLRAD4,PF00057;
O15169,AXIN1_HUMAN,AXIN1,PF16646;PF08833;PF00778;PF00615;
O15173,PGRC2_HUMAN,PGRMC2,PF00173;
O15178,TBXT_HUMAN,TBXT,PF00907;
O15182,CETN3_HUMAN,CETN3,PF13499;
O15194,CTDSL_HUMAN,CTDSPL,PF03031;
O15195,VILL_HUMAN,VILL,PF00626;PF02209;
O15197,EPHB6_HUMAN,EPHB6,PF14575;PF01404;PF07699;PF00041;PF07714;PF07647;
O15198,SMAD9_HUMAN,SMAD9,PF03165;PF03166;
O15204,ADEC1_HUMAN,ADAMDEC1,PF01562;PF01421;
O15205,UBD_HUMAN,UBD,PF00240;
O15209,ZBT22_HUMAN,ZBTB22,PF00651;PF00096;
O15211,RGL2_HUMAN,RGL2,PF00788;PF00617;PF00618;
O15212,PFD6_HUMAN,PFDN6,PF01920;
O15213,WDR46_HUMAN,WDR46,PF08149;PF00400;
O15217,GSTA4_HUMAN,GSTA4,PF14497;PF02798;
O15226,NKRF_HUMAN,NKRF,PF01585;PF01424;
O15228,GNPAT_HUMAN,GNPAT,PF01553;PF19277;
O15229,KMO_HUMAN,KMO,PF01494;
O15230,LAMA5_HUMAN,LAMA5,PF00052;PF00053;PF00054;PF02210;PF06008;PF06009;PF00055;
O15231,ZN185_HUMAN,ZNF185,null
O15232,MATN3_HUMAN,MATN3,PF12662;PF07645;PF14670;PF10393;PF00092;
O15234,CASC3_HUMAN,CASC3,PF09405;
O15239,NDUA1_HUMAN,NDUFA1,PF15879;
O15240,VGF_HUMAN,VGF,null
O15243,OBRG_HUMAN,LEPROT,PF04133;
O15244,S22A2_HUMAN,SLC22A2,PF00083;
O15245,S22A1_HUMAN,SLC22A1,PF00083;
O15247,CLIC2_HUMAN,CLIC2,PF22441;PF13410;
O15254,ACOX3_HUMAN,ACOX3,PF01756;PF22924;PF02770;
O15258,RER1_HUMAN,RER1,PF03248;
O15259,NPHP1_HUMAN,NPHP1,PF00018;
O15260,SURF4_HUMAN,SURF4,PF02077;
O15263,DFB4A_HUMAN,DEFB4A; DEFB4B,PF00711;
O15264,MK13_HUMAN,MAPK13,PF00069;
O15265,ATX7_HUMAN,ATXN7,PF08313;
O15266,SHOX_HUMAN,SHOX,PF00046;PF03826;
O15269,SPTC1_HUMAN,SPTLC1,PF00155;
O15270,SPTC2_HUMAN,SPTLC2,PF00155;
O15273,TELT_HUMAN,TCAP,PF09470;
O15287,FANCG_HUMAN,FANCG,null
O15294,OGT1_HUMAN,OGT,PF13844;PF00515;PF13414;PF13424;PF13181;
O15296,LX15B_HUMAN,ALOX15B,PF00305;PF01477;
O15297,PPM1D_HUMAN,PPM1D,PF00481;
O15303,GRM6_HUMAN,GRM6,PF00003;PF01094;PF07562;
O15304,SIVA_HUMAN,SIVA1,PF05458;
O15305,PMM2_HUMAN,PMM2,PF03332;
O15315,RA51B_HUMAN,RAD51B,PF08423;
O15318,RPC7_HUMAN,POLR3G,PF11705;
O15327,INP4B_HUMAN,INPP4B,null
O15342,VA0E1_HUMAN,ATP6V0E1,PF05493;
O15344,TRI18_HUMAN,MID1,PF22586;PF18568;PF00041;PF00622;PF00643;PF13445;
O15347,HMGB3_HUMAN,HMGB3,PF00505;PF09011;
O15350,P73_HUMAN,TP73,PF00870;PF07710;PF07647;
O15353,FOXN1_HUMAN,FOXN1,PF00250;
O15354,GPR37_HUMAN,GPR37,PF00001;
O15355,PPM1G_HUMAN,PPM1G,PF00481;
O15357,SHIP2_HUMAN,INPPL1,PF22669;PF00536;PF00017;
O15360,FANCA_HUMAN,FANCA,PF03511;PF15865;
O15370,SOX12_HUMAN,SOX12,PF00505;
O15371,EIF3D_HUMAN,EIF3D,PF05091;
O15372,EIF3H_HUMAN,EIF3H,PF19445;PF01398;
O15374,MOT5_HUMAN,SLC16A4,PF07690;
O15379,HDAC3_HUMAN,HDAC3,PF00850;
O15381,NVL_HUMAN,NVL,PF00004;PF17862;PF16725;
O15382,BCAT2_HUMAN,BCAT2,PF01063;
O15389,SIGL5_HUMAN,SIGLEC5,PF13927;PF07686;
O15391,TYY2_HUMAN,YY2,PF00096;
O15392,BIRC5_HUMAN,BIRC5,PF00653;
O15393,TMPS2_HUMAN,TMPRSS2,PF15494;PF00089;
O15394,NCAM2_HUMAN,NCAM2,PF00041;PF07679;PF13927;
O15397,IPO8_HUMAN,IPO8,PF08506;PF03810;
O15399,NMDE4_HUMAN,GRIN2D,PF01094;PF00060;PF10613;
O15400,STX7_HUMAN,STX7,PF05739;PF14523;
O15405,TOX3_HUMAN,TOX3,PF00505;
O15409,FOXP2_HUMAN,FOXP2,PF00250;PF16159;
O15427,MOT4_HUMAN,SLC16A3,PF07690;
O15431,COPT1_HUMAN,SLC31A1,PF04145;
O15432,COPT2_HUMAN,SLC31A2,PF04145;
O15438,MRP3_HUMAN,ABCC3,PF00664;PF00005;
O15439,MRP4_HUMAN,ABCC4,PF00664;PF00005;
O15440,MRP5_HUMAN,ABCC5,PF00664;PF00005;
O15444,CCL25_HUMAN,CCL25,PF00048;
O15446,RPA34_HUMAN,POLR1G,PF08208;
O15455,TLR3_HUMAN,TLR3,PF13516;PF13855;PF01582;PF17968;
O15457,MSH4_HUMAN,MSH4,PF05188;PF05192;PF05190;PF00488;
O15460,P4HA2_HUMAN,P4HA2,PF13640;PF08336;
O15466,SIA8E_HUMAN,ST8SIA5,PF00777;
O15467,CCL16_HUMAN,CCL16,PF00048;
O15479,MAGB2_HUMAN,MAGEB2,PF01454;PF12440;
O15481,MAGB4_HUMAN,MAGEB4,PF01454;PF12440;
O15484,CAN5_HUMAN,CAPN5,PF00168;PF01067;PF00648;
O15488,GLYG2_HUMAN,GYG2,PF01501;
O15492,RGS16_HUMAN,RGS16,PF00615;
O15496,PA2GX_HUMAN,PLA2G10,PF00068;
O15498,YKT6_HUMAN,YKT6,PF13774;PF00957;
O15499,GSC2_HUMAN,GSC2,PF00046;
O15503,INSI1_HUMAN,INSIG1,PF07281;
O15504,NUP42_HUMAN,NUP42,PF18044;
O15511,ARPC5_HUMAN,ARPC5,PF04699;
O15514,RPB4_HUMAN,POLR2D,PF03874;
O15516,CLOCK_HUMAN,CLOCK,PF00010;PF00989;PF14598;
O15519,CFLAR_HUMAN,CFLAR,PF01335;PF00656;
O15520,FGF10_HUMAN,FGF10,PF00167;
O15522,NKX28_HUMAN,NKX2-8,PF00046;
O15523,DDX3Y_HUMAN,DDX3Y,PF00270;PF00271;
O15524,SOCS1_HUMAN,SOCS1,PF00017;PF07525;
O15525,MAFG_HUMAN,MAFG,PF03131;
O15527,OGG1_HUMAN,OGG1,PF00730;PF07934;
O15528,CP27B_HUMAN,CYP27B1,PF00067;
O15529,GPR42_HUMAN,GPR42,PF00001;
O15530,PDPK1_HUMAN,PDPK1,PF14593;PF00069;
O15533,TPSN_HUMAN,TAPBP,PF07654;
O15534,PER1_HUMAN,PER1,PF08447;PF21353;PF12114;
O15535,ZSC9_HUMAN,ZSCAN9,PF02023;PF00096;
O15537,XLRS1_HUMAN,RS1,PF00754;
O15540,FABP7_HUMAN,FABP7,PF00061;
O15541,R113A_HUMAN,RNF113A,PF13920;PF00642;
O15547,P2RX6_HUMAN,P2RX6,PF00864;
O15550,KDM6A_HUMAN,KDM6A,PF02373;PF21322;PF21326;PF13181;
O15551,CLD3_HUMAN,CLDN3,PF00822;
O15552,FFAR2_HUMAN,FFAR2,PF00001;
O15553,MEFV_HUMAN,MEFV,PF13765;PF02758;PF00622;PF00643;
O15554,KCNN4_HUMAN,KCNN4,PF02888;PF07885;PF03530;
O42043,ENK18_HUMAN,ERVK-18,PF00517;PF13804;
O43143,DHX15_HUMAN,DHX15,PF00270;PF21010;PF04408;PF00271;PF07717;
O43147,SGSM2_HUMAN,SGSM2,PF12068;PF00566;PF02759;
O43148,MCES_HUMAN,RNMT,PF03291;
O43149,ZZEF1_HUMAN,ZZEF1,PF03256;PF00569;
O43150,ASAP2_HUMAN,ASAP2,PF12796;PF01412;PF16746;PF00169;PF14604;
O43151,TET3_HUMAN,TET3,PF12851;PF02008;
O43155,FLRT2_HUMAN,FLRT2,PF13855;PF01463;
O43156,TTI1_HUMAN,TTI1,PF21547;
O43157,PLXB1_HUMAN,PLXNB1,PF08337;PF20170;PF01437;PF01403;PF01833;PF18020;PF17960;
O43159,RRP8_HUMAN,RRP8,PF05148;
O43164,PJA2_HUMAN,PJA2,PF13639;
O43166,SI1L1_HUMAN,SIPA1L1,PF00595;PF21022;PF02145;PF11881;
O43167,ZBT24_HUMAN,ZBTB24,PF00651;PF00096;
O43169,CYB5B_HUMAN,CYB5B,PF00173;
O43172,PRP4_HUMAN,PRPF4,PF08799;PF00400;
O43173,SIA8C_HUMAN,ST8SIA3,PF00777;
O43174,CP26A_HUMAN,CYP26A1,PF00067;
O43175,SERA_HUMAN,PHGDH,PF00389;PF02826;PF19304;
O43181,NDUS4_HUMAN,NDUFS4,PF04800;
O43182,RHG06_HUMAN,ARHGAP6,PF00620;
O43184,ADA12_HUMAN,ADAM12,PF08516;PF00200;PF01562;PF01421;
O43186,CRX_HUMAN,CRX,PF00046;PF03529;
O43187,IRAK2_HUMAN,IRAK2,PF00531;PF00069;
O43189,PHF1_HUMAN,PHF1,PF14061;PF00628;PF18104;
O43193,MTLR_HUMAN,MLNR,PF00001;
O43194,GPR39_HUMAN,GPR39,PF00001;
O43196,MSH5_HUMAN,MSH5,PF05192;PF05190;PF00488;
O43236,SEPT4_HUMAN,SEPTIN4,PF00735;
O43237,DC1L2_HUMAN,DYNC1LI2,PF05783;
O43240,KLK10_HUMAN,KLK10,PF00089;
O43242,PSMD3_HUMAN,PSMD3,PF01399;PF08375;
O43248,HXC11_HUMAN,HOXC11,PF12045;PF00046;
O43251,RFOX2_HUMAN,RBFOX2,PF12414;PF00076;
O43252,PAPS1_HUMAN,PAPSS1,PF01583;PF01747;PF14306;
O43255,SIAH2_HUMAN,SIAH2,PF21362;PF03145;PF21361;
O43257,ZNHI1_HUMAN,ZNHIT1,PF04438;
O43264,ZW10_HUMAN,ZW10,PF20666;PF22766;PF20665;PF06248;
O43272,PROD_HUMAN,PRODH,PF01619;
O43278,SPIT1_HUMAN,SPINT1,PF22352;PF00014;PF00057;PF07502;
O43280,TREA_HUMAN,TREH,PF01204;
O43281,EFS_HUMAN,EFS,PF12026;PF14604;
O43283,M3K13_HUMAN,MAP3K13,PF07714;
O43286,B4GT5_HUMAN,B4GALT5,PF02709;PF13733;
O43290,SNUT1_HUMAN,SART1,PF19252;PF03343;
O43291,SPIT2_HUMAN,SPINT2,PF00014;
O43292,GPAA1_HUMAN,GPAA1,PF04114;
O43293,DAPK3_HUMAN,DAPK3,PF00069;
O43294,TGFI1_HUMAN,TGFB1I1,PF00412;PF03535;
O43295,SRGP3_HUMAN,SRGAP3,PF00611;PF00620;PF00018;
O43296,ZN264_HUMAN,ZNF264,PF01352;PF00096;
O43298,ZBT43_HUMAN,ZBTB43,PF00651;PF00096;
O43299,AP5Z1_HUMAN,AP5Z1,PF14764;
O43300,LRRT2_HUMAN,LRRTM2,PF13855;
O43303,CP110_HUMAN,CCP110,PF16025;
O43306,ADCY6_HUMAN,ADCY6,PF16214;PF06327;PF00211;
O43307,ARHG9_HUMAN,ARHGEF9,PF00621;PF07653;PF22697;
O43309,ZSC12_HUMAN,ZSCAN12,PF02023;PF00096;
O43310,CTIF_HUMAN,CTIF,PF02854;
O43312,MTSS1_HUMAN,MTSS1,PF08397;PF02205;
O43313,ATMIN_HUMAN,ATMIN,null
O43314,VIP2_HUMAN,PPIP5K2,PF00328;PF18086;
O43315,AQP9_HUMAN,AQP9,PF00230;
O43316,PAX4_HUMAN,PAX4,PF00046;PF00292;
O43318,M3K7_HUMAN,MAP3K7,PF07714;
O43320,FGF16_HUMAN,FGF16,PF00167;
O43323,DHH_HUMAN,DHH,PF01085;PF01079;
O43324,MCA3_HUMAN,EEF1E1,PF21972;
O43353,RIPK2_HUMAN,RIPK2,PF00619;PF07714;
O43364,HXA2_HUMAN,HOXA2,PF00046;
O43365,HXA3_HUMAN,HOXA3,PF13293;PF00046;
O43374,RASL2_HUMAN,RASA4,PF00779;PF00168;PF00169;PF00616;
O43379,WDR62_HUMAN,WDR62,PF12894;PF00400;
O43390,HNRPR_HUMAN,HNRNPR,PF18360;PF00076;
O43395,PRPF3_HUMAN,PRPF3,PF08572;PF06544;PF01480;
O43396,TXNL1_HUMAN,TXNL1,PF06201;PF00085;
O43399,TPD54_HUMAN,TPD52L2,PF04201;
O43402,EMC8_HUMAN,EMC8,PF03665;
O43405,COCH_HUMAN,COCH,PF03815;PF00092;
O43422,P52K_HUMAN,THAP12,PF05699;PF14291;PF05485;
O43424,GRID2_HUMAN,GRID2,PF01094;PF00060;PF10613;
O43426,SYNJ1_HUMAN,SYNJ1,PF08952;PF22669;PF02383;
O43427,FIBP_HUMAN,FIBP,PF05427;
O43432,IF4G3_HUMAN,EIF4G3,PF02847;PF02854;PF02020;
O43435,TBX1_HUMAN,TBX1,PF00907;
O43439,MTG8R_HUMAN,CBFA2T2,PF08788;PF07531;PF01753;
O43447,PPIH_HUMAN,PPIH,PF00160;
O43448,KCAB3_HUMAN,KCNAB3,PF00248;
O43451,MGA_HUMAN,MGAM,PF13802;PF01055;PF21365;PF00088;
O43462,MBTP2_HUMAN,MBTPS2,PF02163;
O43463,SUV91_HUMAN,SUV39H1,PF00385;PF05033;PF00856;
O43464,HTRA2_HUMAN,HTRA2,PF17820;PF13365;
O43474,KLF4_HUMAN,KLF4,PF00096;
O43482,MS18B_HUMAN,OIP5,PF03226;
O43488,ARK72_HUMAN,AKR7A2,PF00248;
O43490,PROM1_HUMAN,PROM1,PF05478;
O43491,E41L2_HUMAN,EPB41L2,PF05902;PF08736;PF09380;PF00373;PF09379;PF04382;
O43493,TGON2_HUMAN,TGOLN2,PF17818;
O43497,CAC1G_HUMAN,CACNA1G,PF00520;
O43502,RA51C_HUMAN,RAD51C,PF08423;
O43504,LTOR5_HUMAN,LAMTOR5,PF16672;
O43505,B4GA1_HUMAN,B4GAT1,PF13896;
O43506,ADA20_HUMAN,ADAM20,PF08516;PF00200;PF01562;PF01421;
O43508,TNF12_HUMAN,TNFSF12,PF00229;
O43511,S26A4_HUMAN,SLC26A4,PF01740;PF00916;
O43513,MED7_HUMAN,MED7,PF05983;
O43516,WIPF1_HUMAN,WIPF1,PF02205;
O43520,AT8B1_HUMAN,ATP8B1,PF13246;PF00122;PF16212;PF16209;
O43521,B2L11_HUMAN,BCL2L11,PF08945;PF06773;
O43524,FOXO3_HUMAN,FOXO3,PF00250;PF16676;PF16675;
O43525,KCNQ3_HUMAN,KCNQ3,PF00520;PF03520;PF11956;
O43526,KCNQ2_HUMAN,KCNQ2,PF00520;PF16642;PF03520;PF11956;
O43529,CHSTA_HUMAN,CHST10,PF03567;
O43541,SMAD6_HUMAN,SMAD6,PF03165;PF03166;
O43542,XRCC3_HUMAN,XRCC3,PF08423;
O43543,XRCC2_HUMAN,XRCC2,PF08423;
O43548,TGM5_HUMAN,TGM5,PF00927;PF01841;PF00868;
O43556,SGCE_HUMAN,SGCE,PF05510;PF20989;
O43557,TNF14_HUMAN,TNFSF14,PF00229;
O43559,FRS3_HUMAN,FRS3,PF02174;
O43561,LAT_HUMAN,LAT,PF15234;
O43566,RGS14_HUMAN,RGS14,PF02188;PF02196;PF00615;
O43567,RNF13_HUMAN,RNF13,PF02225;PF13639;
O43570,CAH12_HUMAN,CA12,PF00194;
O43572,AKA10_HUMAN,AKAP10,PF00615;
O43581,SYT7_HUMAN,SYT7,PF00168;
O43583,DENR_HUMAN,DENR,PF21023;PF01253;
O43586,PPIP1_HUMAN,PSTPIP1,PF00611;PF00018;
O43592,XPOT_HUMAN,XPOT,PF19282;PF03810;PF08389;
O43593,HAIR_HUMAN,HR,PF02373;
O43597,SPY2_HUMAN,SPRY2,PF05210;
O43598,DNPH1_HUMAN,DNPH1,PF05014;
O43602,DCX_HUMAN,DCX,PF03607;
O43603,GALR2_HUMAN,GALR2,PF00001;
O43609,SPY1_HUMAN,SPRY1,PF05210;
O43610,SPY3_HUMAN,SPRY3,PF05210;
O43612,OREX_HUMAN,HCRT,PF02072;
O43613,OX1R_HUMAN,HCRTR1,PF00001;
O43614,OX2R_HUMAN,HCRTR2,PF00001;PF03827;
O43615,TIM44_HUMAN,TIMM44,PF04280;
O43617,TPPC3_HUMAN,TRAPPC3,PF04051;
O43623,SNAI2_HUMAN,SNAI2,PF00096;
O43633,CHM2A_HUMAN,CHMP2A,PF03357;
O43639,NCK2_HUMAN,NCK2,PF00017;PF00018;PF14604;
O43653,PSCA_HUMAN,PSCA,PF00021;
O43660,PLRG1_HUMAN,PLRG1,PF00400;
O43663,PRC1_HUMAN,PRC1,PF03999;
O43665,RGS10_HUMAN,RGS10,PF00615;
O43670,ZN207_HUMAN,ZNF207,null
O43674,NDUB5_HUMAN,NDUFB5,PF09781;
O43676,NDUB3_HUMAN,NDUFB3,PF08122;
O43678,NDUA2_HUMAN,NDUFA2,PF05047;
O43679,LDB2_HUMAN,LDB2,PF17916;PF01803;
O43680,TCF21_HUMAN,TCF21,PF00010;
O43681,GET3_HUMAN,GET3,PF02374;
O43683,BUB1_HUMAN,BUB1,PF08311;PF00069;
O43684,BUB3_HUMAN,BUB3,PF00400;
O43687,AKA7A_HUMAN,AKAP7,PF10470;
O43688,PLPP2_HUMAN,PLPP2,PF01569;
O43699,SIGL6_HUMAN,SIGLEC6,PF07679;PF00047;PF07686;
O43704,ST1B1_HUMAN,SULT1B1,PF00685;
O43707,ACTN4_HUMAN,ACTN4,PF00307;PF08726;PF00435;
O43708,MAAI_HUMAN,GSTZ1,PF14497;PF13409;
O43709,BUD23_HUMAN,BUD23,PF08241;PF12589;
O43711,TLX3_HUMAN,TLX3,PF00046;
O43715,TRIA1_HUMAN,TRIAP1,PF05254;
O43716,GATC_HUMAN,GATC,PF02686;
O43719,HTSF1_HUMAN,HTATSF1,PF00076;
O43731,ERD23_HUMAN,KDELR3,PF00810;
O43734,CIKS_HUMAN,TRAF3IP2,PF08357;
O43739,CYH3_HUMAN,CYTH3,PF00169;PF01369;
O43741,AAKB2_HUMAN,PRKAB2,PF16561;PF04739;
O43745,CHP2_HUMAN,CHP2,PF13202;PF13499;
O43747,AP1G1_HUMAN,AP1G1,PF01602;PF02883;
O43749,OR1F1_HUMAN,OR1F1,PF13853;
O43752,STX6_HUMAN,STX6,PF05739;PF09177;
O43759,SNG1_HUMAN,SYNGR1,PF01284;
O43760,SNG2_HUMAN,SYNGR2,PF01284;
O43761,SNG3_HUMAN,SYNGR3,PF01284;
O43763,TLX2_HUMAN,TLX2,PF00046;
O43765,SGTA_HUMAN,SGTA,PF16546;PF00515;PF13181;
